The number of train datas: 7904
The number of test datas: 1978
epoch	train_loss	train_acc	val_loss	val_acc
0	0.6984433184268504	0.5245445344129555	0.6780688266059868	0.5950455000836881
1	0.6753720078873731	0.5765435225085208	0.6535591816998588	0.7138523757759071
2	0.6470420674273842	0.6370192307692307	0.6106642608213473	0.7633973707202953
3	0.5988858885128006	0.704832995951417	0.5430648005647534	0.7841253792914149
4	0.5311893437072815	0.7563259106898598	0.47332306490990705	0.7987866533055705
5	0.4683365555186021	0.7913714574898786	0.43032822781313057	0.8013144585674042
6	0.42247188537709623	0.8181933198380567	0.408317418488381	0.8073811937873115
7	0.3951038117350837	0.8298329957101026	0.383193158193353	0.8235591501750888
8	0.37260958359309054	0.839195344370869	0.37496909655864125	0.8255813948666965
9	0.3558795286817589	0.8548836034801808	0.37119469295196517	0.8270980783251347
10	0.33694593590280786	0.8619686234817814	0.3442505420881528	0.8392315476801325
11	0.32344271670951535	0.8699392714963751	0.3426218546618104	0.8392315470774566
12	0.3080362193738883	0.8748734817813765	0.31872071937494983	0.8574317493019258
13	0.29429710719749513	0.8847419025926937	0.32002674672974857	0.8518705764000047
14	0.2777104030857202	0.8928390688259109	0.2996338228756304	0.8650151668954547
15	0.2667300060451755	0.8963815789473685	0.2862533680921377	0.8781597567882287
16	0.25051903157581684	0.9051113360323887	0.274297906117866	0.8847320520359537
17	0.24164532022437585	0.908527328176537	0.27127270288275757	0.8918099084565806
18	0.2332632249666129	0.9111842107676301	0.257911594853905	0.8983822037043055
19	0.23061759685456512	0.914726720406459	0.25922654212063556	0.9039433766062267
20	0.22206679776853877	0.9196609311740891	0.2555797383400138	0.9054600601249324
21	0.2110659479491624	0.923582995951417	0.253309876871784	0.9059656212978344
22	0.20486890624167947	0.9254807689894549	0.22895964137885882	0.9196157729661862
23	0.19883587117861157	0.929023279593541	0.22784841794396316	0.9186046506203824
24	0.19175910569636928	0.9339574898785425	0.22057232504034427	0.9211324564848921
25	0.18806446051066703	0.9320597168405046	0.22243373939735464	0.92062689531199
26	0.1842381633848314	0.930161943319838	0.23181781077077585	0.9180990905925647
27	0.18029704587420953	0.9359817813765182	0.219453528101572	0.9236602623494016
28	0.1763928992907528	0.9361082993538273	0.22839046449704647	0.9226491411486819
29	0.1713178411789751	0.939777328176537	0.22968648175574288	0.9251769470131915
30	0.16684228037050378	0.9401568828324075	0.22653963976173358	0.9261880693589954
31	0.16629798855134834	0.9392712553020431	0.21914197365904964	0.9271991917047993
32	0.16098579203310284	0.9426872472048771	0.2223388520497885	0.928715875223505
33	0.15986828530124325	0.9449645748987854	0.2177321835674338	0.9277047528777012
34	0.15638168343165626	0.946356275544958	0.20731285318385723	0.9266936305318973
35	0.15622477372165633	0.9438259106898598	0.22999978246293487	0.928715875223505
36	0.15234057526839406	0.9461032388663968	0.21838378564231437	0.9302325587422108
37	0.15111715747759893	0.9458502021878354	0.22619534442078837	0.928715875223505
38	0.14762038855176224	0.9459767208890877	0.22245154059722763	0.9307381199151127
39	0.14576522598744404	0.9473684212939459	0.21216255503248035	0.9312436810880146
40	0.1436709731455274	0.9505313762769043	0.20920253198883892	0.9317492422609165
41	0.1415830321519481	0.9497722674477921	0.20795432326013807	0.9327603646067204
42	0.1414876978407022	0.948886639434799	0.20996557263877805	0.9332659257796223
43	0.14071717595885158	0.9486336034801808	0.20664511760743853	0.9332659257796223
44	0.13828695188408438	0.9506578949781564	0.21500229654330816	0.9317492422609165
45	0.13090471531215467	0.953947368662367	0.21457240176438924	0.9327603646067204
46	0.13179634520520084	0.9534412953052444	0.20942588340344154	0.9342770481254261
47	0.13336217258623254	0.9528087046947556	0.21311711545946987	0.9312436810880146
48	0.1302407602609893	0.9530617411320026	0.2199044877284699	0.9312436810880146
49	0.1268748443136331	0.9543269233182374	0.20765999424731768	0.9337714869525242
50	0.12847013322085987	0.9553390688259109	0.20680927502554516	0.9337714869525242
51	0.12398959641997148	0.95546558680322	0.21777215443694675	0.9322548034338185
52	0.12399719552955164	0.9543269228356087	0.2026650324478911	0.9357937316441319
53	0.12213938601827815	0.9560981781376519	0.20309566406211066	0.934782609298328
54	0.1204229402336997	0.9553390688259109	0.2069603311702142	0.9332659257796223
55	0.12051039539006075	0.9567307689894549	0.20823928809096648	0.9332659257796223
56	0.11493095182455502	0.960779352468035	0.2158150104513906	0.9322548034338185
57	0.11347635560914089	0.957742914979757	0.2091975906605788	0.9322548034338185
58	0.11636688165095171	0.9592611338445532	0.2090785004296486	0.9337714869525242
59	0.1151497783026232	0.9590080974073063	0.20576217369797015	0.9332659257796223
60	0.11525928654410096	0.9601467608922889	0.21344669785866602	0.9337714869525242
61	0.10978624562502873	0.9609058706866584	0.2055811786720919	0.9322548034338185
62	0.10570930867542622	0.9605263160307881	0.2091626500253188	0.9322548034338185
63	0.10872628753967131	0.9605263160307881	0.20583900805144628	0.9327603646067204
64	0.10816604752651593	0.9630566804032576	0.2104060883936072	0.9337714869525242
65	0.1067060671052952	0.9629301619433198	0.21041624836766804	0.9337714869525242
66	0.10357530719717505	0.9628036439660107	0.20454071413940317	0.9322548034338185
67	0.10270333778761659	0.9634362345764994	0.20604715654127398	0.9327603646067204
68	0.10078895704345664	0.9643218621068638	0.2275332414721213	0.929221436396407
69	0.10443685291267117	0.9620445346542699	0.21791435821081678	0.9307381199151127
70	0.10145491690408846	0.9631831981392525	0.2099557717239411	0.9342770481254261
71	0.1017138288631613	0.9635627530364372	0.22505513660391252	0.9317492422609165
72	0.09972539266594026	0.9652074901198568	0.2153597211670526	0.9327603646067204
