The number of train datas: 13706
The number of test datas: 3428
epoch	train_loss	train_acc	val_loss	val_acc
0	0.706621083763765	0.5108711513118919	0.6904917510971862	0.5265460907021926
1	0.6903890460386044	0.5392528819582088	0.686080763679402	0.5507584595346395
2	0.6840162919104473	0.5470596819085377	0.6817794270387469	0.5691365224060406
3	0.6802992962510607	0.5646432219378952	0.6768732546647205	0.5808051339108301
4	0.6721180934949842	0.5828834087435005	0.6710144094992407	0.5936406071850967
5	0.6644068682139831	0.5978403618766082	0.6648382729521432	0.601516918860628
6	0.6551840470060891	0.608346709470305	0.6580614273022326	0.6073512258997041
7	0.6479246616363525	0.6262950532787406	0.6506233540827641	0.6196032679762556
8	0.6386415909176132	0.6334452064963095	0.6450828427194575	0.6274795797908876
9	0.6286819446231263	0.6494965708622806	0.6361119498171633	0.6382730450902825
10	0.6188723718826047	0.6587625857332267	0.6261691872547778	0.6423570591621666
11	0.6077182565173076	0.667882679101239	0.6154211255327267	0.6592765459519144
12	0.5928401704532429	0.6837151612606464	0.5972632952860384	0.6805717613343736
13	0.5772923317318083	0.7018094265372252	0.5786664730053104	0.6992415408131122
14	0.5601285771524821	0.7091055012316351	0.5530464948266919	0.7187864646889365
15	0.5340670718992607	0.7400408580270837	0.5306435607138982	0.7429988327911048
16	0.5104519838697454	0.7540493214737494	0.5014808248889349	0.7593348894959431
17	0.4889020917625405	0.7744053698935927	0.4666392997933102	0.7882147016158043
18	0.46275806985387796	0.7901648912797892	0.4386322743138744	0.8048424735369732
19	0.43802054106589045	0.8105939004641457	0.41101306739459936	0.8302217039650213
20	0.4237998625266018	0.8178899752107411	0.4105184406841928	0.8179696611929663
21	0.39479085815426	0.8346709470304976	0.37001425333868804	0.8544340726931426
22	0.378578356081911	0.8411644535327016	0.3468109896469561	0.8652275371579334
23	0.3578616763516341	0.8550999562322493	0.33034392958343933	0.8789381561507422
24	0.3431545207835489	0.8621041879555822	0.3255488145900858	0.8696032676980543
25	0.3271447475589176	0.8698380271240027	0.30075647933202143	0.8903150520914493
26	0.3131819653277082	0.8796877279849395	0.2870011915960278	0.8932322049502592
27	0.3030174862080798	0.8807821391917103	0.2811491384389381	0.8941073517120566
28	0.28640595592931295	0.889537428854574	0.31166784567899714	0.8763127179518603
29	0.28119612182385206	0.8914344082709457	0.27639458640592657	0.8952742118818757
30	0.26747894783742265	0.8998248941895215	0.26264845718093904	0.9011085182949987
31	0.2540023653229431	0.9045673427521947	0.24767076106722463	0.9078179695225096
32	0.2471098466048567	0.9080694586138612	0.23879774648570123	0.9145274217237253
33	0.24147915111344503	0.9100393988034438	0.2300246776784732	0.9165694275425362
34	0.2334207482108683	0.9128119071939297	0.22665832738545283	0.9162777134390111
35	0.22657438535360147	0.916605866026673	0.22567638241910878	0.9191948651154651
36	0.2181593482596638	0.9182110024806655	0.23114060392318556	0.9154025672336165
37	0.2152052309962584	0.9196702174317241	0.2388252414580404	0.913360560510651
38	0.20585292544475214	0.925288194933721	0.23578397128100712	0.9066511093526904
39	0.20102875867273343	0.9279147818560637	0.20588415097814736	0.926487748166644
40	0.1957218252306139	0.9279877425944841	0.26164546129027494	0.8987747950342461
41	0.19862717846249484	0.9278418211089456	0.21986302301339813	0.9148191373573579
42	0.18890030099456542	0.9307602509849701	0.20317188572994888	0.9282380401601313
43	0.18575308099443436	0.9311980154676784	0.1945146322598118	0.9294049007472525
44	0.184463067984	0.9326572304013419	0.20752008846127445	0.9229871639014682
45	0.17640353751220825	0.936961914498702	0.22016067216944388	0.9206534418230713
46	0.1747930446370847	0.9379833649496571	0.20984029259571813	0.9200700110426583
47	0.17115818245335598	0.9383481686852473	0.2022070369684293	0.924737455616754
48	0.16745721569343777	0.9390048154180074	0.20323648271580144	0.9288214710100946
49	0.1675025209986727	0.9407558733227478	0.22577241726454386	0.9116102692126672
50	0.16082111951879702	0.9415584415584416	0.1958022236632772	0.9291131849049687
51	0.15976122946229865	0.9402451481103167	0.24911550277259414	0.8955659279328104
52	0.1539840856538486	0.945425361138303	0.18523682348751827	0.9326137683355404
53	0.15335701261404464	0.9452794396440669	0.20512718901194657	0.9296966168677375
54	0.15272001472736524	0.9461549686268788	0.18609300373141657	0.9320303377637785
55	0.14765099039325466	0.9478330658192915	0.27222052453001017	0.8914819142782284
56	0.15080071843570209	0.9458631256384066	0.1874811910918741	0.9320303377637785
57	0.14341944838142492	0.9488545162702466	0.18607514759345262	0.9352392061866707
58	0.14356120198956376	0.9508974171721568	0.1996123152703499	0.9241540265055492
59	0.14527109050496761	0.9479789872874348	0.23169724721039886	0.907817970218013
60	0.13700079667009168	0.95097037793667	0.17845068620724328	0.9364060670519933
61	0.13623456916800775	0.9516270246607326	0.17670705180741247	0.939031504624922
62	0.13692714271972636	0.9533780825741706	0.2497161570827769	0.8978996504980596
63	0.13213797744788097	0.9548372975165316	0.17651409083757824	0.9384480740531601
64	0.12846722765206664	0.953742886327156	0.17687970449411186	0.9355309211943503
65	0.1256733841041105	0.9561505909820517	0.179962293982784	0.9352392059084693
66	0.12661274981884893	0.9560776302349336	0.17836532998251942	0.9369894990843124
67	0.12441843347133345	0.9576098059070175	0.17401935384459924	0.9369894976237552
68	0.12579178901226976	0.9579016488954897	0.2330557382258053	0.9110268383627038
69	0.12476270577254546	0.9562235517378673	0.17867809273259086	0.9358226379407885
70	0.1196060749204354	0.9572450021888224	0.17845937408845927	0.9361143532266695
71	0.12177883697828333	0.9583394133955931	0.17833849544285893	0.9384480743313615
72	0.11986408376892031	0.9586312563840653	0.17112433819085046	0.9387397893390411
