The number of train datas: 14042
The number of test datas: 3512
epoch	train_loss	train_acc	val_loss	val_acc
0	0.7031252134340371	0.489673835640194	0.6888694715662806	0.5469817764938285
1	0.6910693334932086	0.5264919527175335	0.6835865090539623	0.5908314351476135
2	0.6835310562538839	0.5549067084121324	0.6755810492674148	0.6366742597489803
3	0.6745636860812564	0.5848169778083027	0.6617809544934771	0.6924829154459925
4	0.6573540781777293	0.6301808858287927	0.6342794760756177	0.748006833305663
5	0.6289753651554437	0.6706309643519806	0.5876708131173205	0.8049544416418922
6	0.5763228239029701	0.7313060818566096	0.5131446941838449	0.8283029610040791
7	0.49937735122079746	0.7880643783870747	0.42837810244810065	0.8456719821840865
8	0.4177885499117365	0.8297251104425627	0.3582295374202294	0.8664578584983843
9	0.3556842663284381	0.861914257279252	0.30409073218669325	0.8869589974505483
10	0.3064987882642796	0.8849166785782685	0.26407546595859094	0.9071753989048048
11	0.2675175598765893	0.9052129324863583	0.23101482959570266	0.9242596815007151
12	0.23705173755299924	0.9128329296038032	0.21010486839300951	0.9325170845540075
13	0.21239389847391538	0.9286426435150562	0.196271080600102	0.9339407747590189
14	0.19650535350417397	0.9330579689672709	0.1892508088965351	0.936788155033268
15	0.18159586387072138	0.937046004859594	0.1787390111010004	0.9416287017303067
16	0.16946005906865666	0.9456630109755881	0.17475150781842733	0.9433371299763204
17	0.16333361868207363	0.9482267483434282	0.16930089213785657	0.9444760821403295
18	0.15894559933926675	0.9512889901978085	0.16959122697353907	0.9447608200455581
19	0.15209092321201975	0.9523572138937904	0.16966556507355804	0.9439066059225513
20	0.15016735378128054	0.9529269333154688	0.1647670212242082	0.9461845102505695
21	0.1415350214909699	0.9564164648995307	0.1601121938853166	0.9478929384965832
22	0.13712634376490698	0.958054408017191	0.15887514522176124	0.9493166287015945
23	0.13351542810491476	0.9590514169902717	0.16474993721685946	0.9458997722095672
24	0.13447309268741692	0.960903005295373	0.15937739496961542	0.9473234624145785
25	0.1297837269941196	0.9601196408984906	0.155754462037244	0.9507403189066059
26	0.12605802089362178	0.9622560887064389	0.15643094525437012	0.9478929384965832
27	0.12638541942536874	0.9626833784530991	0.1532790576593615	0.951879271070615
28	0.11943571203294226	0.9633243125891893	0.15882307514208868	0.94874715261959
29	0.11939236390770645	0.9642501066441109	0.15333911835095063	0.9541571753986332
30	0.11650823822342896	0.9652471158039602	0.1549148440895632	0.9510250569476082
31	0.11528005334127495	0.966600199232005	0.15735313337050158	0.9470387243735763
32	0.11226635542960185	0.9661016947284856	0.15392440386489883	0.951879271070615
33	0.11239570817526649	0.9660304798103265	0.15238748391525891	0.9513097949886105
34	0.11081116638569356	0.9681669277965539	0.15422075052993853	0.9498861047835991
35	0.1070486434215775	0.9675972083833648	0.14974859251655587	0.9555808656036446
36	0.10849668995647446	0.9678820679116803	0.16408947098083743	0.9470387243735763
37	0.10752016221771483	0.9688790770630401	0.15456163640089485	0.9493166287015945
38	0.10516156854070569	0.9687366472012534	0.15581342571569873	0.9476082004555809
39	0.10384996590655408	0.9695200112161092	0.14935612860973713	0.9521640091116174
40	0.10496607586675653	0.9704458054577993	0.14896466675933645	0.9550113895216401
41	0.099829040888499	0.9704458054493099	0.15226956239237466	0.9510250569476082
42	0.10154776646042121	0.9706594500424872	0.1478310328163631	0.9564350797266514
43	0.09985534595494053	0.9703745905396403	0.14736501413030478	0.9547266514806378
44	0.09823762124682607	0.9715852442756879	0.1475022422417082	0.9561503416856492
45	0.09687207678587344	0.9726534679801592	0.14789846142359367	0.9550113895216401
46	0.09809857167875541	0.9732944025152549	0.1508668455547719	0.9521640091116174
47	0.09922872901518891	0.9723686084603332	0.14958872845086665	0.9527334851936219
48	0.09216380781609353	0.9741489816350384	0.1458627897949045	0.9555808656036446
49	0.0911471690049268	0.971941318713673	0.1451596262565642	0.9547266514806378
50	0.08982324841533218	0.9745762710081616	0.1612084725010368	0.94874715261959
51	0.09148900932251024	0.9734368321732941	0.1495873053920941	0.9541571753986332
52	0.08932953229734589	0.9735080470999428	0.15267093942961008	0.9541571753986332
53	0.0876404911432489	0.9748611309015247	0.15248994795703127	0.9541571753986332
54	0.08555775185843476	0.9748611307062666	0.146802753078537	0.9555808656036446
55	0.08667448893234	0.9753596352012964	0.14514419447910676	0.9552961275626424
56	0.08348297073921405	0.9762142145078485	0.1498781692868858	0.9547266514806378
57	0.08625004282641692	0.9768551488476862	0.14796405259927137	0.9564350797266514
58	0.0830438843506589	0.9758581398746055	0.14664833161954458	0.9564350797266514
59	0.08238362208785553	0.977068793432374	0.16300823482428095	0.9501708428246014
60	0.08211684137319605	0.9766415040677403	0.14597389661199955	0.9555808656036446
61	0.08117840224615683	0.9766415038724823	0.14672110249248072	0.9555808656036446
62	0.07733970440859435	0.9787779516804305	0.1465264427049217	0.9572892938496583
63	0.07781770194935979	0.9777097279674697	0.1568255993370009	0.9535876993166287
64	0.07761067980384406	0.977567298122662	0.14921097100790853	0.9572892938496583
65	0.07652372222941853	0.9792052414270909	0.15062727730356343	0.9561503416856492
66	0.0770912622644799	0.9785643069004846	0.14956263403126074	0.9564350797266514
67	0.07566717646383582	0.97927645634525	0.14819559672155794	0.9561503416856492
68	0.07505162581594484	0.9779233725521576	0.14657527724268224	0.9581435079726651
69	0.07440751335751958	0.9789203817204963	0.14763238345079785	0.9572892938496583
70	0.07419235023923654	0.9795613158650759	0.151094899652844	0.9547266514806378
71	0.07281336267799109	0.980487110106766	0.14997979842873124	0.9555808656036446
72	0.07257092441674261	0.9806295399685528	0.15340278801934662	0.9552961275626424
